Provider	Marketplace Page	Logo	Tagline
Blockfills	https://marketplace.databricks.com/provider/4b059b84-cd82-4ebf-aa1d-2c44c72053be/Blockfills	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_4b059b84-cd82-4ebf-aa1d-2c44c72053be/39810c75-ebf5-419a-8789-a0578d2388dd?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86399&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=1bcc34bad1b20687991766543602b2787b6d12881284d1cd93018495e9129af0	BlockFills is a technology and cryptocurrency trading solutions firm dedicated to the provision of bespoke, end-to-end solutions to participants in the cryptocurrency market worldwide. We solve fragmented liquidity problems through our aggregation and matching algorithms and provide an end-to-end software suite that simplifies all aspects of the trade lifecycle for institutions. BlockFills is uniquely qualified to deliver high-quality, historical cryptocurrency data to those firms that require institutional-grade market data to support investment and trading businesses.
Bloomberg Government	https://marketplace.databricks.com/provider/636f9220-7e10-475d-94e8-b300c9daa4d8/Bloomberg-Government	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_636f9220-7e10-475d-94e8-b300c9daa4d8/7dc2f518-70ed-48e0-acd3-2796bc5e5e1a?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=0eef00bd5ad520509077664a04dc2266f4fd2df213c8affd5ff607a55b507a8d	Bloomberg Government Data License is one of the largest sources of quality federal government contracting intelligence--including opportunities and market intelligence data, all designed to optimize the federal government contracting lifecycle. With over 31+ million government contracts updated daily and over 20 years' worth of historical agency spend, Bloomberg Data license provides valuable context that helps federal contractors set current strategies and make long term business decisions. Based on historical market data, our integrated machine learning algorithms help predict the value of agency information, provide insights into which competitors might bid on the same project and the companies that might be best fits for partnership or acquisition.
BoldData	https://marketplace.databricks.com/provider/233c7c26-b356-4c15-96e9-ec23cb15cd65/BoldData	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_233c7c26-b356-4c15-96e9-ec23cb15cd65/7b09bc81-29a3-4509-92d2-db58b05bc29d?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=8d8035eb41d6240b8cf83d64368c2a19e2504b5a7fc99ddf63628d15e3e8a602	BoldData is the European market leader in providing custom made global business information. With unbeatable locally sourced data, skilled data experts and smart technology, we help tech start-ups, multinationals and non-profits to unlock the power of international data. From finding new clients, to enriching databases or even building new companies. We’re more than a data-supplier. We’re a sparring partner who truly understands international data and its’ local dynamics and challenges. We bring global reach and local expertise to the table. Helping you to unlock the power of international data.
Bond Brand Loyalty	https://marketplace.databricks.com/provider/84327816-3f39-4ff2-b852-7396721c287b/Bond-Brand-Loyalty	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_84327816-3f39-4ff2-b852-7396721c287b/3eeae52d-31bd-4b0f-8059-96312a518063?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=8685cbaf8a17deb9f09fa76b1373063cb257cf4211bb0498c78f875b0f3ef27b	Bond generates growth for clients by creating enduring relationships between people and brands based on intelligent connections and engaging experiences. Guided by insights from advanced research and practical commercial application through the Bond Behavioral Institute and enabled by technology through its proprietary cloud Synapze platform, Bond serves clients globally with customer experience and loyalty solutions—enabling brands, customers, employees, partners, and the communities they serve to experience the benefits of growth. Headquartered in Toronto, Bond has more than 800 people and eight offices across North America and Europe. 
Brain	https://marketplace.databricks.com/provider/a26f0a03-2dba-42c4-a111-00ab6deef986/Brain	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_a26f0a03-2dba-42c4-a111-00ab6deef986/8970d625-25b0-4d37-b3d8-750da158d580?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=d56622e6eb904afda1bd27c4f577062bb73bbad97b858f492e832c9d2d4f6d93	BRAIN is a research company that develops proprietary signals based on alternative data and algorithms for investment strategies on financial markets. BRAIN also partners with Clients to support them in developing, optimizing and validating their own proprietary models. The team is composed of Physics PhDs with a solid background in statistical Physics, Montecarlo simulations and computational modelling.
Bridge	https://marketplace.databricks.com/provider/9c6e8784-9b8c-478a-ab6d-ce7b95dc9bda/Bridge	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_9c6e8784-9b8c-478a-ab6d-ce7b95dc9bda/20a76992-a9bd-4aa2-a42b-33857e20c845?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=054475e37f600ceed029ece3c67d2d770b7824977f544d9d50caf09bfea70eae	Bridge offers a simple yet powerful way to reach real people. Our mission is simple. We help you solve your most daunting challenge: finding your next customer. We can connect you to your true buying audience because we already know your next customer. While other companies merely sell data, we sell knowledge. We’ve created verified people-based profiles for the 250M people in our audience and share insights that no one else has. Because we know every person in our audience. In a world full of endless options, we help you find your next customer. Wherever your buyer is, we are too - helping you achieve better results. Since its founding, Fortune 500 companies, leading agencies, and fast-growing entrepreneurial businesses have trusted Bridge to build real-world custom audiences and hyper-engaged campaigns across all platforms. Their humanized data and innovative technologies have the power to connect, convert and exceed a company's marketing objectives.
BrightQuery	https://marketplace.databricks.com/provider/34743efb-05f0-4e06-a518-5935e66d329d/BrightQuery	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_34743efb-05f0-4e06-a518-5935e66d329d/5657a641-1322-489a-bd72-a562543ba323?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=89d6492b8b0f5127dff1071c267af83ac004cbc5b2e6875ab5651a66ac2a96eb	BrightQuery is a leading expert in sourcing, organizing, and analyzing government-filed company and employment data.
CARTO	https://marketplace.databricks.com/provider/dd56dcf4-cb70-449e-abad-c8038c0de3d9/CARTO	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_dd56dcf4-cb70-449e-abad-c8038c0de3d9/6d9c9183-89b9-43a0-9392-68f866f96985?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=b6c6a041c393e4792b0d11a74e615c5922cfb00d0bc2eea9b9e23a78ad90fd20	CARTO is the world’s leading cloud-native Location Intelligence platform, enabling organizations to use spatial data and analysis for more efficient delivery routes, better behavioral marketing, strategic store placements, routing optimization, and much more. Our Spatial Extension for Databricks brings advanced map visualization and spatial analysis capabilities natively to the Databricks Lakehouse Platform. Databricks and CARTO customers now have access to the most powerful and versatile geospatial engine, combined with the cutting-edge analytics processing services offered by Databricks to unlock massive spatial analytics natively in the Lakehouse platform. CARTO can seamlessly import data from Databricks, enabling data scientists to start analyzing their geospatial data quickly and efficiently. Whether you’re working in retail, telco, logistics, or advertising, you can leverage the power of spatial SQL and Databricks’s built–in scalability and security to solve business problems.
Catalina	https://marketplace.databricks.com/provider/5d4e2233-7121-46e1-9bd7-1a681beec384/Catalina	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_5d4e2233-7121-46e1-9bd7-1a681beec384/2d88f6c7-a32d-44b5-a9d4-aefe158a5532?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=9e3b6ab43a3be092ecb02076f38d3e3faeb326e1efdc97de427d11a3a9f56669	Catalina leverages real-time purchase data and shopping behavior insights on virtually all U.S. households, ensuring the most relevant targets with the highest propensity to buy your products. Plus, we enhance our audiences with partner insights like lifestyle affinities, media behaviors, and all-outlet receipt scans. This helps maximize your consumer relationships wherever they choose to engage and limits wasted media dollars.
Circana (fka IRI)	https://marketplace.databricks.com/provider/462d764e-2f13-4759-ac3a-b84080e6ef34/Circana-fka-IRI	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_462d764e-2f13-4759-ac3a-b84080e6ef34/4523b96b-c53b-4375-ae51-51de85a2b2c4?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=16125895606fc0f3406d25374281c13df9e2b93aff81ee4ac7ad7e0cd1988479	Circana, formerly known as IRI, offers the largest and strongest data assets for the CPG industry - with ~210 million retailer loyalty cards, translating to 113 million unique households covering 93% of the US. These metrics equate to 4x ACV vs other purchase-based providers. Additionally, Circana has exclusive partnerships with Walgreen's, Kroger and others! Circana is the industry's only provider of 100% deterministic audiences and provides 27 months of longitudinal data. 87% of IRI Retailer Transactions are captured via loyalty cards.
